0.693748 2.10e-15
0.315867 3.61e-13
1.240699 5.64e-16
0.003536 9.85e-20
0.002624 6.45e-20
0.002643 3.03e-20
0.004033 3.40e-20
0.003480 1.49e-19
0.007588 2.94e-19
0.004343 9.52e-20
0.318358 1.50e-16
0.004865 1.02e-20
0.001877 4.96e-21
0.942951 4.08e-16
1.118225 2.88e-15
0.632336 2.49e-15
0.926276 4.46e-15
1.217094 2.35e-15
0.354732 7.00e-18
2.115171 9.54e-15
0.472037 3.33e-15
0.738062 1.00e-16
8.020392 1.88e-11
1.679164 5.95e-15
1.283660 1.31e-14
1.071118 4.81e-17
0.807565 7.70e-17
0.688542 7.09e-15
0.325883 4.86e-15
0.101439 5.85e-15
0.348124 1.76e-15
0.463474 1.20e-16
0.136962 7.84e-17
0.414763 1.22e-17
0.272451 1.07e-14
1.222949 3.91e-16
8.688329 2.03e-12
0.196321 2.57e-16
1.464665 4.43e-16
2.746647 1.70e-15
0.832742 1.30e-15
1.811561 1.52e-16
2.351745 1.89e-13
0.065686 1.94e-13
0.630550 1.20e-15
1.077333 2.90e-16
0.548880 6.62e-16
0.002323 7.74e-20
1.466820 3.11e-15
0.447708 3.06e-17
1.387584 1.30e-15
3.032072 6.36e-16
0.893320 2.15e-16
0.714520 2.05e-15
0.269201 7.35e-18
1.934478 1.34e-14
2.597027 5.67e-17
0.444104 1.20e-14
0.197030 4.77e-16
0.156382 4.40e-15
0.545253 1.54e-15
0.594574 5.58e-15
0.025702 7.90e-20
0.390715 7.66e-17
0.757119 1.32e-15
3.453070 5.00e-13
2.161308 1.16e-15
0.005757 5.73e-20
0.450448 1.48e-16
0.479164 3.37e-15
0.438014 1.03e-16
0.548939 5.75e-15
0.340729 2.37e-15
0.320423 1.02e-14
0.800132 3.67e-14
2.497012 2.10e-16
1.133076 1.40e-15
0.638565 5.58e-15
0.691251 2.31e-14
0.322062 2.06e-16
0.004991 1.17e-21
0.263212 6.97e-16
0.241642 3.01e-17
0.674532 1.77e-14
0.354438 7.36e-17
8.047000 6.50e-11
3.745513 4.00e-14
0.975725 1.55e-14
0.642743 5.35e-15
0.963018 1.60e-16
0.033085 4.23e-13
1.817565 4.25e-13
0.200511 1.15e-14
1.245856 5.65e-16
0.016122 5.18e-14
0.143158 3.67e-15
0.050568 4.79e-13
1.286015 8.20e-16
0.245975 1.54e-14
0.708954 3.94e-15
2.843850 7.65e-15
0.827838 5.96e-15
2.261365 2.78e-15
0.395969 1.30e-15
0.055698 2.35e-19
0.003861 1.23e-20
0.297982 5.95e-17
0.003062 9.59e-21
0.334960 5.94e-14
0.269954 7.20e-17
0.028854 4.73e-20
0.613760 8.97e-16
1.039076 8.30e-16
0.475876 2.99e-14
0.346522 1.70e-15
0.476623 2.00e-15
0.680575 3.75e-15
1.244419 7.12e-15
0.287773 1.05e-13
0.297394 7.95e-14
0.237099 1.10e-14
3.253211 3.86e-15
1.984597 3.17e-15
0.903913 7.40e-16
1.234854 6.43e-15
0.924054 1.53e-16
1.214441 3.80e-15
1.224754 2.67e-17
0.183157 3.19e-17
0.563295 9.15e-15
0.384891 5.50e-14
0.195671 6.85e-19
0.485268 1.26e-16
1.214090 4.00e-16
0.005491 1.49e-20
0.974725 7.28e-15
8.391116 6.98e-14
0.424311 9.26e-17
3.442308 2.93e-13
0.251659 1.13e-13
0.510160 1.90e-14
1.796250 5.70e-15
0.320366 5.47e-15
0.022699 1.76e-18
2.773461 8.92e-16
0.374920 1.62e-15
0.166762 1.68e-14
0.214836 2.73e-15
2.791025 1.67e-14
1.095452 9.77e-16
0.003479 7.79e-21
1.442349 1.08e-15
0.682265 1.62e-15
2.191987 5.29e-15
0.866349 4.13e-16
0.547199 3.08e-15
1.292241 1.68e-16
0.645161 1.39e-16
2.161259 7.53e-16
1.238130 2.11e-15
1.073567 1.22e-14
0.545446 1.89e-17
0.124836 2.44e-15
0.396728 3.48e-15
0.112799 1.20e-15
0.864873 1.05e-16
0.530661 1.71e-15
1.848919 9.96e-16
0.311674 1.28e-15
0.121116 4.44e-15
0.541404 9.78e-15
0.089355 1.25e-13
1.273768 6.80e-15
0.751624 3.54e-15
0.308581 3.90e-17
1.703946 8.13e-16
0.720612 1.64e-15
0.644354 9.50e-15
0.208956 1.72e-16
1.116097 1.60e-15
5.977493 1.20e-13
1.602228 4.46e-16
0.367953 7.91e-16
1.267536 6.32e-15
0.064686 7.26e-15
0.575072 1.36e-14
0.962509 1.68e-15
0.326774 2.33e-14
0.011110 4.90e-20
0.441995 8.75e-14
0.660313 1.07e-16
0.965171 1.89e-15
0.549553 4.63e-16
0.988281 1.49e-16
0.346287 2.49e-14
0.253556 1.83e-15
0.401626 6.69e-16
0.106755 1.52e-14
1.362890 3.33e-16
1.567994 3.61e-15
0.430619 1.37e-14
0.950289 9.76e-14
0.746295 3.55e-14
0.739501 4.88e-15
1.931627 2.50e-16
4.392159 8.37e-15
0.570409 2.69e-16
1.444773 4.65e-15
0.087545 3.29e-14
0.658558 1.14e-15
0.664367 2.29e-14
0.808127 3.96e-14
1.087418 9.11e-17
0.570264 4.53e-17
0.331586 4.83e-15
1.097706 3.49e-15
1.373815 5.80e-16
0.253065 2.30e-16
0.472834 4.39e-14
0.862118 3.52e-15
0.203557 1.95e-15
0.670086 8.20e-17
0.255677 9.59e-16
1.436583 5.14e-14
1.661177 8.60e-16
7.733640 5.99e-14
0.777501 1.57e-15
0.307072 2.21e-14
0.835797 5.73e-16
0.005256 1.71e-20
2.517945 8.81e-16
2.133591 3.77e-14
0.819911 1.77e-14
0.442901 5.58e-16
0.139882 5.74e-14
0.769584 1.93e-15
0.087834 6.98e-16
0.107386 8.08e-14
0.503459 3.13e-15
1.804695 1.74e-15
0.162499 2.01e-14
1.238305 4.05e-14
0.140480 6.74e-15
0.670026 5.34e-17
0.016453 4.33e-20
1.643726 1.45e-13
0.001688 1.20e-20
0.005162 1.85e-20
0.091403 1.61e-14
0.091403 1.61e-14
0.306411 1.78e-15
2.407622 1.79e-14
0.464208 1.94e-15
1.150590 2.30e-16
0.579577 3.50e-16
0.510368 1.65e-15
0.028852 6.74e-20
0.661992 1.25e-15
1.386368 9.45e-16
1.170859 6.73e-15
0.288602 1.04e-14
0.007474 1.76e-20
0.326271 1.24e-16
0.369427 1.14e-15
0.330328 6.10e-17
0.198451 1.69e-15
0.123671 9.63e-14
6.452077 3.81e-11
2.202325 4.41e-15
0.180592 2.00e-14
0.383830 3.87e-16
0.346909 4.07e-15
1.840004 3.14e-15
0.947558 9.24e-14
0.099661 2.95e-14
0.099661 2.79e-14
0.448635 7.08e-16
2.919397 2.03e-14
0.676082 5.76e-16
0.422447 3.58e-15
0.628306 2.25e-16
0.197108 5.83e-15
1.347402 1.33e-15
0.616270 6.57e-16
1.184999 4.30e-15
0.396587 9.90e-16
0.280905 1.97e-15
0.063193 1.58e-14
2.717934 2.33e-15
0.252773 9.01e-18
1.516531 3.40e-16
1.799396 1.56e-13
0.558253 2.06e-15
0.064962 3.15e-14
0.334213 8.24e-16
0.820484 2.84e-15
0.880820 4.61e-14
1.656440 2.49e-15
0.259777 7.23e-15
0.943158 7.95e-15
0.505097 1.25e-14
1.155272 2.40e-16
0.407746 4.02e-12
2.280597 3.67e-15
0.535783 2.77e-15
0.244838 6.54e-17
0.640234 6.46e-15
0.271434 5.25e-15
0.232976 2.75e-15
0.185560 9.00e-18
0.135477 7.53e-13
0.479099 6.20e-16
0.002630 4.01e-21
0.202737 2.81e-16
0.579416 3.30e-15
0.515984 1.10e-17
0.162323 1.59e-17
0.680984 9.52e-16
0.256353 4.60e-16
0.175166 6.80e-17
1.022875 4.52e-16
1.187913 3.73e-15
0.364706 8.22e-15
0.556216 7.17e-17
0.117564 1.25e-14
0.538432 1.96e-15
0.291468 4.63e-16
0.393899 4.31e-15
0.558383 7.79e-17
0.675646 6.95e-16
0.850665 3.08e-14
0.273372 1.79e-15
3.559937 1.11e-14
3.241029 2.70e-15
1.789829 1.28e-15
0.376570 6.69e-15
0.282012 5.59e-16
0.288409 2.65e-14
1.037931 1.02e-15
0.043589 1.43e-19
0.400522 3.93e-15
0.667486 2.40e-17
0.525074 2.82e-15
0.592136 3.56e-15
0.452801 2.13e-15
0.308861 2.17e-16
0.424130 6.60e-17
0.279767 7.26e-16
4.237010 4.31e-16
0.433084 2.57e-16
0.909823 5.34e-17
0.636414 1.15e-16
0.374047 1.68e-14
0.003539 1.62e-21
0.789212 8.03e-17
1.081164 1.50e-16
0.585761 2.02e-14
0.216476 4.95e-15
1.018453 2.06e-15
0.626324 2.88e-16
0.419618 9.46e-16
0.877239 3.80e-17
1.351236 1.40e-15
1.872994 1.40e-17
0.088282 8.11e-19
0.564759 6.92e-15
0.756892 3.88e-15
0.256778 1.97e-16
0.294760 1.56e-16
2.110974 2.19e-15
1.118591 1.45e-15
1.382449 9.60e-16
1.301908 1.19e-14
0.512242 1.74e-15
0.471225 8.00e-17
0.388481 4.50e-15
0.275207 1.00e-15
1.546819 7.13e-15
1.546819 7.18e-15
2.283093 1.09e-14
0.198335 1.69e-14
0.434445 1.21e-17
0.823339 1.08e-16
0.255496 2.10e-15
0.184502 6.24e-16
0.657974 4.00e-15
0.617308 3.63e-16
0.663329 1.21e-15
0.006219 1.14e-19
0.184528 2.67e-13
0.663830 5.64e-14
0.967846 6.33e-15
0.047763 2.28e-15
2.306642 2.18e-15
0.427762 3.21e-14
0.478231 2.11e-15
0.571647 4.03e-15
0.981902 5.86e-15
0.473026 5.97e-15
4.962427 2.11e-14
10.312522 1.12e-13
1.058833 5.26e-16
0.464700 8.64e-15
0.619454 8.79e-15
0.398292 1.84e-17
0.447518 1.51e-16
0.728154 1.48e-16
0.849236 5.71e-15
2.437432 6.83e-16
0.848933 8.00e-16
2.948390 1.17e-14
0.342825 5.30e-15
2.642199 1.26e-14
0.261271 1.02e-16
0.284351 1.53e-15
0.421118 1.50e-15
0.458488 1.90e-18
0.279729 9.25e-15
0.670037 5.66e-16
1.279058 2.37e-15
0.506058 2.59e-15
2.764209 1.11e-14
0.844109 5.58e-15
2.483804 9.79e-16
0.477991 3.24e-15
0.792670 3.10e-15
0.543009 5.31e-15
0.529913 1.89e-14
0.196479 1.53e-15
0.280678 3.12e-14
0.532699 3.01e-15
1.478721 6.10e-16
1.565218 3.39e-14
0.650434 5.60e-16
0.345603 5.40e-19
0.107718 2.16e-17
0.207953 3.56e-16
1.238990 1.39e-14
0.137055 5.30e-19
0.558179 3.50e-16
0.378622 5.05e-15
0.627285 1.95e-14
0.193340 2.53e-13
0.002389 1.86e-20
0.540102 4.30e-17
1.253085 3.25e-15
0.609962 1.42e-14
0.927772 3.79e-15
0.259363 5.13e-15
0.295699 7.53e-16
0.628903 1.23e-15
2.951938 1.48e-14
0.644301 2.81e-15
2.038674 7.15e-16
1.213381 5.99e-15
0.276603 3.10e-18
0.507380 7.24e-16
0.455769 1.47e-14
0.166108 3.60e-13
0.127501 6.34e-15
0.031182 3.89e-14
0.842790 1.67e-14
0.399170 9.00e-17
1.306198 1.20e-15
0.617575 1.20e-15
0.288349 6.11e-16
0.213075 5.47e-14
0.492344 3.16e-15
0.701615 8.85e-15
0.050052 3.18e-14
0.278729 6.74e-18
0.529156 1.91e-15
0.315225 9.87e-14
0.285625 3.33e-13
0.292408 2.23e-15
0.394946 7.43e-15
4.630188 6.39e-15
0.392479 5.80e-16
0.295580 4.28e-15
1.096806 8.89e-16
1.672596 2.71e-16
